"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"Up1,Cmd1,Del1,Backspace1,'"1,Option1,Q1,5%1,1!1,/1,-_1,F13,Control1,S1,F5,U2,6^1,Cmd2,H1,L1,E1,F6,B1,Enter1,Left1,M1,;:1,N1,F10,P1,F1,K1,7&1,<,1,`~1,=+1,F8,2@1,8*1,Backspace2,D1,3#1,Esc1,F2,Del2,T1,G1,X1,0)1,>.1,F4,F3,J1,Down1,O1,W1,9(1,V1,F9,C1,F7,A1,Right1,Fn1,[{1,I1,F11,Y1,R1,Shift4,F12,Z1,]}1,4$1";"Hotswap_Choc_V1_1.00u";74;"Keyswitch";;;
2;"Enter2,Shift1,Shift2";"Hotswap_Choc_V1_1.25u";3;"Keyswitch";;;
3;"U1";"Raspberry_Pi_Pico";1;"Raspberry_Pi_Pico";;;
4;"Space3,Tab1,Space4,Space1,\|1,Space2,Shift3";"Hotswap_Choc_V1_1.50u";7;"Keyswitch";;;
5;"CapsLock1";"Hotswap_Choc_V1_1.75u";1;"Keyswitch";;;
6;"IDiode1,>.Diode1,[{Diode1,`~Diode1,EnterDiode1,NDiode1,ShiftDiode3,=+Diode1,UDiode1,SpaceDiode1,QDiode1,1!Diode1,0)Diode1,PDiode1,DelDiode2,5%Diode1,SDiode1,SpaceDiode4,BackspaceDiode1,F9Diode1,EDiode1,ControlDiode1,ShiftDiode2,F10Diode1,F3Diode1,ShiftDiode1,EscDiode1,HDiode1,LDiode1,VDiode1,F6Diode1,KDiode1,BackspaceDiode2,TDiode1,MDiode1,F1Diode1,FnDiode1,ShiftDiode4,F7Diode1,XDiode1,WDiode1,DDiode1,9(Diode1,3#Diode1,6^Diode1,2@Diode1,F4Diode1,F12Diode1,F5Diode1,8*Diode1,/?Diode1,CmdDiode1,CapsLockDiode1,DownDiode1,LeftDiode1,F11Diode1,SpaceDiode2,UpDiode1,SpaceDiode3,DelDiode1,OptionDiode1,ODiode1,TabDiode1,ADiode1,4$Diode1,F2Diode1,RDiode1,'"Diode1,YDiode1,EnterDiode2,GDiode1,<,Diode1,ZDiode1,JDiode1,F8Diode1,7&Diode1,RightDiode1,]}Diode1,FDiode1,;:Diode1,CmdDiode2,-_Diode1,BDiode1,CDiode1,\|Diode1";"Diode_DO-35";85;"Diode";;;
